,trial_index,trial_id,trial_type,stage,roi_name,interval_start_s,interval_end_s,theta_deg,R,mean_amp,mean_k_rad_per_px,mean_lambda_px,mean_speed_px_s,mean_freq_hz
23,1,trial_1,,post_offset,M2,14.988871999990009,15.238871999990009,7.940341046297864,0.34347375044831735,0.0013735677753517696,0.1486985717335942,42.25451014039619,394.9896104414015,7.913300841613609
24,2,trial_2,,pre_onset,SSC,17.958043999987865,18.208043999987865,-28.46972699115715,0.5113746596039479,0.004258155848390096,0.11566204312994921,54.32365828191596,268.31292449571345,4.463681731077441
25,2,trial_2,,post_onset,SSC,18.208043999987865,18.458043999987865,-30.43663415396987,0.3003493451365368,0.006683243290144251,0.08305933596828907,75.64694846077774,426.22316273671566,6.209374669291963
26,2,trial_2,,pre_offset,SSC,19.491285999986843,19.741285999986843,-100.00977943556694,0.201276163397839,0.006561504237628627,0.09035733281991655,69.53708250443894,376.3972192512386,5.171461664163604
27,2,trial_2,,post_offset,SSC,19.741285999986843,19.991285999986843,123.80873207142714,0.5180837957232242,0.006246621378835172,0.07136220761414552,88.04639762761661,146.9205991773153,1.8469977641041435
28,2,trial_2,,pre_onset,V1,17.958043999987865,18.208043999987865,-144.213036900759,0.5914340330454531,0.0027688083846964555,0.07422376067581261,84.65193962109623,218.21232956535152,1.8111939644641613
29,2,trial_2,,post_onset,V1,18.208043999987865,18.458043999987865,-160.12120777475454,0.38039829074408477,0.0027680115874090068,0.07898139599816342,79.5527253953031,937.9353666301479,10.452289022257835
30,2,trial_2,,pre_offset,V1,19.491285999986843,19.741285999986843,-160.53903582746466,0.403888356276426,0.006073756288981565,0.02371013248424233,265.00000838693626,387.6430282844209,1.5624635610975148
31,2,trial_2,,post_offset,V1,19.741285999986843,19.991285999986843,177.32960941519784,0.6351303965476464,0.018549590340190034,0.013227082792804542,475.0242669228323,1950.8242511279154,3.5022712887362135
32,2,trial_2,,pre_onset,M2,17.958043999987865,18.208043999987865,-39.86888820800853,0.4721498554963046,0.0012912189492480194,0.1353226752072676,46.43113430587975,464.4456373352155,9.505927313107401
33,2,trial_2,,post_onset,M2,18.208043999987865,18.458043999987865,-35.143957755052725,0.44527088007538423,0.002488788735261279,0.07720491552378467,81.38322883397124,472.1391919684413,4.838558534199613
34,2,trial_2,,pre_offset,M2,19.491285999986843,19.741285999986843,141.95699134973577,0.6130752776130401,0.0021224088588750836,0.09944625049850252,63.18172153986037,467.774316863191,7.307915317863326
35,2,trial_2,,post_offset,M2,19.741285999986843,19.991285999986843,19.617884234689864,0.40530906329113076,0.0013179160743888117,0.13624631846719826,46.11636760440087,461.51605777388323,10.216553666721932
36,3,trial_3,,pre_onset,SSC,23.123987999984422,23.373987999984422,94.93677460690186,0.24340828868551814,0.0037942786984676356,0.10761406971107587,58.38628093936779,274.19714872739945,4.292910225590165
37,3,trial_3,,post_onset,SSC,23.373987999984422,23.623987999984422,-62.992726655909266,0.06685871914921088,0.004671170285873187,0.12520458152398592,50.183349768042575,310.6776405195511,6.286271529073025
38,3,trial_3,,pre_offset,SSC,24.6572299999834,24.9072299999834,-118.9765881119354,0.27975717906492775,0.005521821137575176,0.07398933510293272,84.92014826783515,189.87218749531547,2.0576629039411403
