AnimalCode,Date,TrialID,TrialType,Time,Duration,Contrast,PerceptualCat,ReactTime,Rewarded?,Enticed?,Seen?,Consume?,Attrition?,Recording,EngagementScore,EngagementScore_S20,MovieFile
cfm001mjr,240507,240507_4_166,HC No Report (9),792.088,0.5090000000000146,0.055,3,74.20300000000009,0,0,0,0,1,4,0,0,N:/GEVI_Wave/Analysis/Visual/cfm001mjr/20240507/meas04/cG_unmixed_dFF.h5
cfm001mjr,240507,240507_4_167,LC No Report (7),796.045,0.5190000000000055,0.01,1,70.2460000000001,0,0,0,0,1,4,0,0,N:/GEVI_Wave/Analysis/Visual/cfm001mjr/20240507/meas04/cG_unmixed_dFF.h5
cfm001mjr,240507,240507_4_168,MC No Report (8),800.485,0.5309999999999491,0.047,2,65.80600000000004,0,0,0,0,1,4,0,0,N:/GEVI_Wave/Analysis/Visual/cfm001mjr/20240507/meas04/cG_unmixed_dFF.h5
cfm001mjr,240507,240507_4_169,MC No Report (8),805.556,0.5430000000000064,0.035,2,60.735000000000014,0,0,0,0,1,4,0,0,N:/GEVI_Wave/Analysis/Visual/cfm001mjr/20240507/meas04/cG_unmixed_dFF.h5
cfm001mjr,240507,240507_4_170,LC No Report (7),809.274,0.51400000000001,0,1,57.01700000000005,0,0,0,0,1,4,0,0,N:/GEVI_Wave/Analysis/Visual/cfm001mjr/20240507/meas04/cG_unmixed_dFF.h5
cfm001mjr,240507,240507_4_171,Error (0),813.183,0.5380000000000109,0.05,3,53.10800000000006,1,1,0,0,1,4,0,0,N:/GEVI_Wave/Analysis/Visual/cfm001mjr/20240507/meas04/cG_unmixed_dFF.h5
cfm001mjr,240507,240507_4_172,MC No Report (8),816.346,0.54200000000003,0.049,2,49.94500000000005,0,0,0,0,1,4,0,0,N:/GEVI_Wave/Analysis/Visual/cfm001mjr/20240507/meas04/cG_unmixed_dFF.h5
cfm001mjr,240507,240507_4_173,MC No Report (8),820.125,0.51400000000001,0.045,2,46.166000000000054,0,0,0,0,1,4,0,0,N:/GEVI_Wave/Analysis/Visual/cfm001mjr/20240507/meas04/cG_unmixed_dFF.h5
cfm001mjr,240507,240507_4_174,HC No Report (9),824.896,0.54200000000003,0.055,3,41.395000000000095,0,0,0,0,1,4,0,0,N:/GEVI_Wave/Analysis/Visual/cfm001mjr/20240507/meas04/cG_unmixed_dFF.h5
cfm001mjr,240507,240507_4_175,MC No Report (8),828.802,0.5249999999999773,0.049,2,37.48900000000003,0,0,0,0,1,4,0,0,N:/GEVI_Wave/Analysis/Visual/cfm001mjr/20240507/meas04/cG_unmixed_dFF.h5
cfm001mjr,240507,240507_4_176,LC No Report (7),832.773,0.5470000000000255,0.01,1,33.51800000000003,0,0,0,0,1,4,0,0.021929824561403504,N:/GEVI_Wave/Analysis/Visual/cfm001mjr/20240507/meas04/cG_unmixed_dFF.h5
cfm001mjr,240507,240507_4_177,LC No Report (7),837.836,0.5119999999999436,0,1,28.45500000000004,0,0,0,0,1,4,0,0.021929824561403504,N:/GEVI_Wave/Analysis/Visual/cfm001mjr/20240507/meas04/cG_unmixed_dFF.h5
cfm001mjr,240507,240507_4_178,Error (0),841.083,0.5389999999999873,0.055,3,25.208000000000084,1,1,0,0,1,4,0,0.028508771929824556,N:/GEVI_Wave/Analysis/Visual/cfm001mjr/20240507/meas04/cG_unmixed_dFF.h5
cfm001mjr,240507,240507_4_179,LC No Report (7),844.314,0.5130000000000337,0,1,21.97700000000009,0,0,0,0,1,4,0,0.03289473684210526,N:/GEVI_Wave/Analysis/Visual/cfm001mjr/20240507/meas04/cG_unmixed_dFF.h5
cfm001mjr,240507,240507_4_180,HC No Report (9),847.88,0.51400000000001,0.055,3,18.411000000000058,0,0,0,0,1,4,0,0.03964237516869096,N:/GEVI_Wave/Analysis/Visual/cfm001mjr/20240507/meas04/cG_unmixed_dFF.h5
cfm001mjr,240507,240507_4_181,MC No Report (8),851.765,0.5199999999999818,0.045,2,14.526000000000067,0,0,0,0,1,4,0,0.04369095816464237,N:/GEVI_Wave/Analysis/Visual/cfm001mjr/20240507/meas04/cG_unmixed_dFF.h5
cfm001mjr,240507,240507_4_182,LC No Report (7),855.178,0.5069999999999482,0.01,1,11.113000000000056,0,0,0,0,1,4,0,0.047739541160593785,N:/GEVI_Wave/Analysis/Visual/cfm001mjr/20240507/meas04/cG_unmixed_dFF.h5
cfm001mjr,240507,240507_4_183,MC No Report (8),858.194,0.5149999999999864,0.047,2,8.097000000000094,0,0,0,0,1,4,0,0.058535762483130895,N:/GEVI_Wave/Analysis/Visual/cfm001mjr/20240507/meas04/cG_unmixed_dFF.h5
cfm001mjr,240507,240507_4_184,MC No Report (8),861.419,0.48599999999999,0.049,2,4.872000000000071,0,0,0,0,1,4,0,0.08147773279352226,N:/GEVI_Wave/Analysis/Visual/cfm001mjr/20240507/meas04/cG_unmixed_dFF.h5
cfm001mjr,240507,240507_4_185,Error (0),865.752,0.5330000000000155,0.03,2,0.539000000000101,1,1,1,1,0,4,0.41666666666666663,0.09362348178137651,N:/GEVI_Wave/Analysis/Visual/cfm001mjr/20240507/meas04/cG_unmixed_dFF.h5
cfm001mjr,240507,240507_4_186,LC No Report (7),876.702,0.55499999999995,0.01,1,4.317000000000007,0,0,0,0,1,4,0,0.09767206477732793,N:/GEVI_Wave/Analysis/Visual/cfm001mjr/20240507/meas04/cG_unmixed_dFF.h5
cfm001mjr,240507,240507_4_187,HC Hit (3),880.414,0.5600000000000591,0.06,3,0.6050000000000182,1,0,1,1,0,4,0.125,0.1138663967611336,N:/GEVI_Wave/Analysis/Visual/cfm001mjr/20240507/meas04/cG_unmixed_dFF.h5
cfm001mjr,240507,240507_4_188,MC No Report (8),886.729,0.5489999999999782,0.047,2,2.30499999999995,0,0,0,0,1,4,0.08333333333333334,0.1138663967611336,N:/GEVI_Wave/Analysis/Visual/cfm001mjr/20240507/meas04/cG_unmixed_dFF.h5
cfm001mjr,240508,240508_1_001,HC Hit (3),40.88,0.5379999999999967,0.06,3,0.5730000000000004,1,0,1,1,0,1,0.1282051282051282,0.1138663967611336,N:/GEVI_Wave/Analysis/Visual/cfm001mjr/20240508/meas01/cG_unmixed_dFF.h5
cfm001mjr,240508,240508_1_002,MC Hit (2),52.2,0.5249999999999986,0.043,2,0.5949999999999989,1,0,1,1,0,1,0.07692307692307693,0.12871120107962214,N:/GEVI_Wave/Analysis/Visual/cfm001mjr/20240508/meas01/cG_unmixed_dFF.h5
cfm001mjr,240508,240508_1_003,MC Miss (5),66.842,0.5210000000000008,0.03,2,0.7289999999999992,0,0,1,0,0,1,0.07692307692307693,0.12871120107962214,N:/GEVI_Wave/Analysis/Visual/cfm001mjr/20240508/meas01/cG_unmixed_dFF.h5
cfm001mjr,240508,240508_1_004,Error (0),73.423,0.5489999999999924,0.045,2,0.05700000000000216,1,0,0,1,0,1,0.20512820512820515,0.14220647773279352,N:/GEVI_Wave/Analysis/Visual/cfm001mjr/20240508/meas01/cG_unmixed_dFF.h5
cfm001mjr,240508,240508_1_005,False Alarm (1),94.116,0.5259999999999962,0,1,0.3539999999999992,1,0,1,1,0,1,0.4358974358974359,0.1557017543859649,N:/GEVI_Wave/Analysis/Visual/cfm001mjr/20240508/meas01/cG_unmixed_dFF.h5
cfm001mjr,240508,240508_1_006,MC Hit (2),130.406,0.5199999999999818,0.03,2,0.37299999999999045,1,0,1,1,0,1,0.23076923076923078,0.15705128205128205,N:/GEVI_Wave/Analysis/Visual/cfm001mjr/20240508/meas01/cG_unmixed_dFF.h5
cfm001mjr,240508,240508_1_007,Incorrect Reject (6),303.926,0.5250000000000341,0.055,3,1.4150000000000205,0,0,0,0,0,1,0.07692307692307693,0.14861673414304993,N:/GEVI_Wave/Analysis/Visual/cfm001mjr/20240508/meas01/cG_unmixed_dFF.h5
cfm001mjr,240508,240508_1_008,HC Hit (3),322.969,0.5459999999999923,0.055,3,0.5199999999999818,1,0,1,1,0,1,0.3076923076923077,0.14861673414304993,N:/GEVI_Wave/Analysis/Visual/cfm001mjr/20240508/meas01/cG_unmixed_dFF.h5
cfm001mjr,240508,240508_1_009,MC Miss (5),364.591,0.5380000000000109,0.04,2,7.7830000000000155,0,0,0,0,0,1,0,0.1420377867746289,N:/GEVI_Wave/Analysis/Visual/cfm001mjr/20240508/meas01/cG_unmixed_dFF.h5
cfm001mjr,240508,240508_1_010,MC Miss (5),368.668,0.5120000000000005,0.03,2,3.7060000000000173,0,0,0,0,0,1,0,0.14844804318488528,N:/GEVI_Wave/Analysis/Visual/cfm001mjr/20240508/meas01/cG_unmixed_dFF.h5
cfm001mjr,240508,240508_1_011,MC Hit (2),371.86,0.5519999999999641,0.04,2,0.51400000000001,1,0,1,1,0,1,0.2820512820512821,0.16599190283400808,N:/GEVI_Wave/Analysis/Visual/cfm001mjr/20240508/meas01/cG_unmixed_dFF.h5
cfm001mjr,240508,240508_1_012,Correct Rejection (4),397.561,0.5150000000000432,0.02,1,3.516999999999996,0,0,0,0,0,1,0,0.18893387314439944,N:/GEVI_Wave/Analysis/Visual/cfm001mjr/20240508/meas01/cG_unmixed_dFF.h5
cfm001mjr,240508,240508_1_013,HC Hit (3),400.582,0.5230000000000246,0.055,3,0.4959999999999809,1,0,1,1,0,1,0.2564102564102564,0.19703103913630232,N:/GEVI_Wave/Analysis/Visual/cfm001mjr/20240508/meas01/cG_unmixed_dFF.h5
cfm001mjr,240508,240508_1_014,MC Hit (2),413.353,0.5229999999999677,0.048,2,0.40399999999999636,1,0,1,1,0,1,0.2564102564102564,0.1862348178137652,N:/GEVI_Wave/Analysis/Visual/cfm001mjr/20240508/meas01/cG_unmixed_dFF.h5
cfm001mjr,240508,240508_1_015,Error (0),437.114,0.5230000000000246,0,1,0.015000000000043201,0,0,0,0,0,1,0.025641025641025644,0.17678812415654518,N:/GEVI_Wave/Analysis/Visual/cfm001mjr/20240508/meas01/cG_unmixed_dFF.h5
cfm001mjr,240508,240508_1_016,MC Hit (2),442.648,0.5209999999999582,0.048,2,0.603999999999985,1,0,1,1,0,1,0.2564102564102564,0.1659919028340081,N:/GEVI_Wave/Analysis/Visual/cfm001mjr/20240508/meas01/cG_unmixed_dFF.h5
cfm001mjr,240508,240508_1_017,MC Miss (5),489.56,0.535000000000025,0.03,2,3.4599999999999795,0,0,0,0,0,1,0,0.17139001349527666,N:/GEVI_Wave/Analysis/Visual/cfm001mjr/20240508/meas01/cG_unmixed_dFF.h5
cfm001mjr,240508,240508_1_018,Correct Rejection (4),506.489,0.5380000000000109,0.01,1,4.161000000000001,0,0,0,0,0,1,0,0.17543859649122806,N:/GEVI_Wave/Analysis/Visual/cfm001mjr/20240508/meas01/cG_unmixed_dFF.h5
cfm001mjr,240508,240508_1_019,MC Hit (2),510.127,0.5500000000000114,0.043,2,0.5229999999999677,1,0,1,1,0,1,0.20512820512820515,0.19163292847503371,N:/GEVI_Wave/Analysis/Visual/cfm001mjr/20240508/meas01/cG_unmixed_dFF.h5
cfm001mjr,240508,240508_1_020,MC Hit (2),525.968,0.5430000000000064,0.045,2,0.5160000000000764,1,0,1,1,0,1,0.46153846153846156,0.2024291497975708,N:/GEVI_Wave/Analysis/Visual/cfm001mjr/20240508/meas01/cG_unmixed_dFF.h5
cfm001mjr,240508,240508_1_021,Error (0),539.112,0.5520000000000209,0.04,2,0.19400000000007367,1,0,0,1,0,1,0.5128205128205128,0.1983805668016194,N:/GEVI_Wave/Analysis/Visual/cfm001mjr/20240508/meas01/cG_unmixed_dFF.h5
cfm001mjr,240508,240508_1_022,Error (0),560.779,0.5289999999999964,0.043,2,0.09600000000000364,1,0,0,1,0,1,0.23076923076923078,0.20647773279352222,N:/GEVI_Wave/Analysis/Visual/cfm001mjr/20240508/meas01/cG_unmixed_dFF.h5
cfm001mjr,240508,240508_1_023,Correct Rejection (4),600.488,0.5389999999999873,0,1,3.22199999999998,0,0,0,0,0,1,0,0.1956815114709851,N:/GEVI_Wave/Analysis/Visual/cfm001mjr/20240508/meas01/cG_unmixed_dFF.h5
cfm001mjr,240508,240508_1_024,HC Hit (3),609.679,0.5360000000000582,0.055,3,0.5819999999999936,1,0,1,1,0,1,0.2564102564102564,0.184885290148448,N:/GEVI_Wave/Analysis/Visual/cfm001mjr/20240508/meas01/cG_unmixed_dFF.h5
cfm001mjr,240508,240508_1_025,MC Miss (5),633.295,0.5350000000000819,0.04,2,0.61200000000008,0,0,1,0,0,1,0.025641025641025644,0.18623481781376514,N:/GEVI_Wave/Analysis/Visual/cfm001mjr/20240508/meas01/cG_unmixed_dFF.h5
cfm001mjr,240508,240508_1_026,HC Hit (3),644,0.5389999999999873,0.06,3,0.44399999999996,1,0,1,1,0,1,0.1794871794871795,0.1740890688259109,N:/GEVI_Wave/Analysis/Visual/cfm001mjr/20240508/meas01/cG_unmixed_dFF.h5
cfm001mjr,240508,240508_1_027,MC Hit (2),648.572,0.5159999999999627,0.043,2,0.55600000000004,1,0,1,1,0,1,0.3846153846153846,0.1740890688259109,N:/GEVI_Wave/Analysis/Visual/cfm001mjr/20240508/meas01/cG_unmixed_dFF.h5
cfm001mjr,240508,240508_1_028,Error (0),658.061,0.5179999999999154,0.03,2,0.06700000000000728,1,0,0,1,0,1,0.3076923076923077,0.1740890688259109,N:/GEVI_Wave/Analysis/Visual/cfm001mjr/20240508/meas01/cG_unmixed_dFF.h5
cfm001mjr,240508,240508_1_029,HC Hit (3),688.806,0.5240000000000009,0.05,3,0.2969999999999118,1,0,1,1,0,1,0.20512820512820515,0.17678812415654518,N:/GEVI_Wave/Analysis/Visual/cfm001mjr/20240508/meas01/cG_unmixed_dFF.h5
cfm001mjr,240508,240508_1_030,HC Hit (3),752.02,0.5480000000000018,0.06,3,0.5080000000000382,1,0,1,1,0,1,0.20512820512820515,0.1524966261808367,N:/GEVI_Wave/Analysis/Visual/cfm001mjr/20240508/meas01/cG_unmixed_dFF.h5
cfm001mjr,240508,240508_1_031,MC Hit (2),769.865,0.5219999999999345,0.04,2,0.5850000000000364,1,0,1,1,0,1,0.15384615384615385,0.13630229419703102,N:/GEVI_Wave/Analysis/Visual/cfm001mjr/20240508/meas01/cG_unmixed_dFF.h5
cfm001mjr,240508,240508_1_032,MC Miss (5),784.888,0.5449999999999591,0.045,2,0.63799999999992,0,0,1,0,0,1,0.05128205128205129,0.1417004048582996,N:/GEVI_Wave/Analysis/Visual/cfm001mjr/20240508/meas01/cG_unmixed_dFF.h5
cfm001mjr,240508,240508_1_033,MC Miss (5),799.013,0.5599999999999454,0.03,2,0.9279999999999973,0,0,0,0,0,1,0.05128205128205129,0.15114709851551958,N:/GEVI_Wave/Analysis/Visual/cfm001mjr/20240508/meas01/cG_unmixed_dFF.h5
cfm001mjr,240508,240508_1_034,MC Miss (5),818.222,0.5389999999999873,0.043,2,0.7180000000000746,0,0,1,0,0,1,0.05128205128205129,0.14844804318488528,N:/GEVI_Wave/Analysis/Visual/cfm001mjr/20240508/meas01/cG_unmixed_dFF.h5
cfm001mjr,240508,240508_1_035,Incorrect Reject (6),824.828,0.5330000000000155,0.05,3,0.7280000000000655,0,0,1,0,0,1,0.025641025641025644,0.14709851551956815,N:/GEVI_Wave/Analysis/Visual/cfm001mjr/20240508/meas01/cG_unmixed_dFF.h5
cfm001mjr,240508,240508_1_036,Correct Rejection (4),832.572,0.5299999999999727,0.01,1,7.30600000000004,0,0,0,0,0,1,0,0.13765182186234817,N:/GEVI_Wave/Analysis/Visual/cfm001mjr/20240508/meas01/cG_unmixed_dFF.h5
cfm001mjr,240508,240508_1_037,Incorrect Reject (6),836.197,0.5380000000000109,0.06,3,3.68100000000004,0,0,0,0,0,1,0,0.12219359587780641,N:/GEVI_Wave/Analysis/Visual/cfm001mjr/20240508/meas01/cG_unmixed_dFF.h5
cfm001mjr,240508,240508_1_038,Error (0),839.407,0.5359999999999445,0.043,2,0.47100000000000364,1,1,1,1,0,1,0.2564102564102564,0.10839160839160839,N:/GEVI_Wave/Analysis/Visual/cfm001mjr/20240508/meas01/cG_unmixed_dFF.h5
cfm001mjr,240508,240508_1_039,Correct Rejection (4),859.8,0.5060000000000855,0.02,1,4.470000000000027,0,0,0,0,0,1,0,0.11912648754754018,N:/GEVI_Wave/Analysis/Visual/cfm001mjr/20240508/meas01/cG_unmixed_dFF.h5
cfm001mjr,240508,240508_1_040,HC Hit (3),863.752,0.5190000000000055,0.05,3,0.5180000000000291,1,0,1,1,0,1,0.20512820512820515,0.1274690222058643,N:/GEVI_Wave/Analysis/Visual/cfm001mjr/20240508/meas01/cG_unmixed_dFF.h5
cfm001mjr,240508,240508_1_041,MC Hit (2),868.41,0.52800000000002,0.04,2,0.5339999999999918,1,0,1,1,0,1,0.33333333333333337,0.11937185621396147,N:/GEVI_Wave/Analysis/Visual/cfm001mjr/20240508/meas01/cG_unmixed_dFF.h5
cfm001mjr,240508,240508_1_042,MC Hit (2),896.394,0.5339999999999918,0.045,2,0.5739999999999554,1,0,1,1,0,1,0.1794871794871795,0.13341921236658077,N:/GEVI_Wave/Analysis/Visual/cfm001mjr/20240508/meas01/cG_unmixed_dFF.h5
cfm001mjr,240508,240508_1_043,HC Hit (3),901.536,0.5590000000000828,0.06,3,0.5080000000000382,1,0,1,1,0,1,0.20512820512820515,0.14985891301680773,N:/GEVI_Wave/Analysis/Visual/cfm001mjr/20240508/meas01/cG_unmixed_dFF.h5
cfm001mjr,240508,240508_1_044,Correct Rejection (4),920.879,0.5370000000000346,0.01,1,3.7309999999999945,0,0,0,0,0,1,0,0.15912158017421174,N:/GEVI_Wave/Analysis/Visual/cfm001mjr/20240508/meas01/cG_unmixed_dFF.h5
cfm001mjr,240508,240508_1_045,MC Hit (2),924.033,0.52699999999993,0.03,2,0.5769999999999982,1,0,1,1,0,1,0,0.15777205250889462,N:/GEVI_Wave/Analysis/Visual/cfm001mjr/20240508/meas01/cG_unmixed_dFF.h5
cfm001mjr,240508,240508_2_001,Incorrect Reject (6),3.901,0.5700000000000003,0.06,3,0.7060000000000004,0,0,1,0,0,2,0.09090909090909091,0.16016439700650228,N:/GEVI_Wave/Analysis/Visual/cfm001mjr/20240508/meas02/cG_unmixed_dFF.h5
cfm001mjr,240508,240508_2_002,MC Miss (5),10.334,0.5150000000000006,0.043,2,0.809000000000001,0,0,0,0,0,2,0.045454545454545456,0.17691080848975588,N:/GEVI_Wave/Analysis/Visual/cfm001mjr/20240508/meas02/cG_unmixed_dFF.h5
cfm001mjr,240508,240508_2_003,Error (0),18.809,0.5229999999999997,0.03,2,0.536999999999999,1,1,1,1,0,2,0.40909090909090906,0.1634155318365845,N:/GEVI_Wave/Analysis/Visual/cfm001mjr/20240508/meas02/cG_unmixed_dFF.h5
cfm001mjr,240508,240508_2_004,Error (0),25.172,0.5329999999999977,0.045,2,0.5060000000000002,1,1,1,1,0,2,0.36363636363636365,0.1634155318365845,N:/GEVI_Wave/Analysis/Visual/cfm001mjr/20240508/meas02/cG_unmixed_dFF.h5
cfm001mjr,240508,240508_2_005,Correct Rejection (4),37.166,0.5280000000000058,0,1,5.095000000000006,0,0,0,0,0,2,0,0.15261931051404737,N:/GEVI_Wave/Analysis/Visual/cfm001mjr/20240508/meas02/cG_unmixed_dFF.h5
cfm001mjr,240508,240508_2_006,Error (0),41.71,0.5349999999999966,0.03,2,0.5510000000000019,1,1,1,1,0,2,0.3181818181818182,0.13507545086492453,N:/GEVI_Wave/Analysis/Visual/cfm001mjr/20240508/meas02/cG_unmixed_dFF.h5
cfm001mjr,240508,240508_2_007,HC Hit (3),49.276,0.5389999999999944,0.055,3,0.45299999999999585,1,0,1,1,0,2,0.36363636363636365,0.12562875720770456,N:/GEVI_Wave/Analysis/Visual/cfm001mjr/20240508/meas02/cG_unmixed_dFF.h5
cfm001mjr,240508,240508_2_008,HC Hit (3),70.875,0.5160000000000053,0.055,3,0.5490000000000066,1,0,1,1,0,2,0.22727272727272724,0.11483253588516747,N:/GEVI_Wave/Analysis/Visual/cfm001mjr/20240508/meas02/cG_unmixed_dFF.h5
cfm001mjr,240508,240508_2_009,MC Miss (5),83.139,0.5360000000000014,0.04,2,4.885000000000005,0,0,0,0,0,2,0,0.11483253588516747,N:/GEVI_Wave/Analysis/Visual/cfm001mjr/20240508/meas02/cG_unmixed_dFF.h5
cfm001mjr,240508,240508_2_010,MC Miss (5),87.173,0.5330000000000013,0.03,2,0.8509999999999991,0,0,0,0,0,2,0.045454545454545456,0.12440191387559808,N:/GEVI_Wave/Analysis/Visual/cfm001mjr/20240508/meas02/cG_unmixed_dFF.h5
cfm001mjr,240508,240508_2_011,MC Hit (2),93.72,0.5400000000000063,0.04,2,0.5409999999999968,1,0,1,1,0,2,0.3181818181818182,0.13397129186602869,N:/GEVI_Wave/Analysis/Visual/cfm001mjr/20240508/meas02/cG_unmixed_dFF.h5
cfm001mjr,240508,240508_2_012,LC No Report (7),105.794,0.5130000000000052,0.02,1,6.426000000000002,0,0,0,0,1,2,0,0.15071770334928228,N:/GEVI_Wave/Analysis/Visual/cfm001mjr/20240508/meas02/cG_unmixed_dFF.h5
cfm001mjr,240508,240508_2_013,HC No Report (9),108.787,0.5180000000000007,0.055,3,3.4329999999999927,0,0,0,0,1,2,0,0.12918660287081338,N:/GEVI_Wave/Analysis/Visual/cfm001mjr/20240508/meas02/cG_unmixed_dFF.h5
cfm001mjr,240508,240508_2_014,MC No Report (8),118.232,0.5460000000000065,0.048,2,21.566000000000003,0,0,0,0,1,2,0,0.11004784688995213,N:/GEVI_Wave/Analysis/Visual/cfm001mjr/20240508/meas02/cG_unmixed_dFF.h5
cfm001mjr,240508,240508_2_015,LC No Report (7),122.123,0.5390000000000015,0,1,17.674999999999997,0,0,0,0,1,2,0,0.11004784688995213,N:/GEVI_Wave/Analysis/Visual/cfm001mjr/20240508/meas02/cG_unmixed_dFF.h5
cfm001mjr,240508,240508_2_016,MC No Report (8),127.653,0.5150000000000006,0.048,2,12.144999999999996,0,0,0,0,1,2,0,0.09330143540669855,N:/GEVI_Wave/Analysis/Visual/cfm001mjr/20240508/meas02/cG_unmixed_dFF.h5
cfm001mjr,240508,240508_2_017,MC No Report (8),131.55,0.5219999999999914,0.03,2,8.24799999999999,0,0,0,0,1,2,0,0.07416267942583732,N:/GEVI_Wave/Analysis/Visual/cfm001mjr/20240508/meas02/cG_unmixed_dFF.h5
cfm001mjr,240508,240508_2_018,LC No Report (7),135.088,0.5380000000000109,0.01,1,4.710000000000008,0,0,0,0,1,2,0,0.06220095693779904,N:/GEVI_Wave/Analysis/Visual/cfm001mjr/20240508/meas02/cG_unmixed_dFF.h5
cfm001mjr,240508,240508_2_019,Error (0),138.705,0.5369999999999777,0.043,2,1.0929999999999893,1,1,0,0,0,2,0.18181818181818182,0.07655502392344497,N:/GEVI_Wave/Analysis/Visual/cfm001mjr/20240508/meas02/cG_unmixed_dFF.h5
cfm001mjr,240508,240508_2_020,Error (0),146.962,0.5450000000000159,0.045,2,0.5100000000000193,1,1,1,1,0,2,0.2727272727272727,0.08612440191387559,N:/GEVI_Wave/Analysis/Visual/cfm001mjr/20240508/meas02/cG_unmixed_dFF.h5
cfm001mjr,240508,240508_2_021,Error (0),151.776,0.5229999999999961,0.04,2,0.23499999999998522,1,0,1,1,0,2,0.36363636363636365,0.08612440191387559,N:/GEVI_Wave/Analysis/Visual/cfm001mjr/20240508/meas02/cG_unmixed_dFF.h5
cfm001mjr,240508,240508_2_022,MC No Report (8),156.935,0.5389999999999873,0.043,2,23.62100000000001,0,0,0,0,1,2,0,0.0909090909090909,N:/GEVI_Wave/Analysis/Visual/cfm001mjr/20240508/meas02/cG_unmixed_dFF.h5
cfm001mjr,240508,240508_2_023,LC No Report (7),161.475,0.5430000000000064,0,1,19.081000000000017,0,0,0,0,1,2,0,0.0909090909090909,N:/GEVI_Wave/Analysis/Visual/cfm001mjr/20240508/meas02/cG_unmixed_dFF.h5
cfm001mjr,240508,240508_2_024,HC No Report (9),164.907,0.5360000000000014,0.055,3,15.649000000000001,0,0,0,0,1,2,0,0.0909090909090909,N:/GEVI_Wave/Analysis/Visual/cfm001mjr/20240508/meas02/cG_unmixed_dFF.h5
cfm001mjr,240508,240508_2_025,MC No Report (8),169.017,0.5260000000000105,0.04,2,11.539000000000016,0,0,0,0,1,2,0,0.09330143540669855,N:/GEVI_Wave/Analysis/Visual/cfm001mjr/20240508/meas02/cG_unmixed_dFF.h5
cfm001mjr,240508,240508_2_026,HC No Report (9),173.558,0.5409999999999968,0.06,3,6.998000000000019,0,0,0,0,1,2,0,0.0956937799043062,N:/GEVI_Wave/Analysis/Visual/cfm001mjr/20240508/meas02/cG_unmixed_dFF.h5
cfm001mjr,240508,240508_2_027,MC No Report (8),176.931,0.5129999999999768,0.043,2,3.625,0,0,0,0,1,2,0,0.09569377990430622,N:/GEVI_Wave/Analysis/Visual/cfm001mjr/20240508/meas02/cG_unmixed_dFF.h5
cfm001mjr,240508,240508_2_028,Error (0),180.057,0.5320000000000107,0.03,2,0.49900000000002365,1,1,1,1,0,2,0.2727272727272727,0.10526315789473684,N:/GEVI_Wave/Analysis/Visual/cfm001mjr/20240508/meas02/cG_unmixed_dFF.h5
cfm001mjr,240508,240508_2_029,Error (0),193.383,0.5199999999999818,0.05,3,0.5060000000000002,1,1,1,1,0,2,0.22727272727272724,0.09808612440191386,N:/GEVI_Wave/Analysis/Visual/cfm001mjr/20240508/meas02/cG_unmixed_dFF.h5
cfm001mjr,240508,240508_2_030,HC Hit (3),205.872,0.5109999999999957,0.06,3,0.5719999999999743,1,0,1,1,0,2,0.3181818181818182,0.08373205741626792,N:/GEVI_Wave/Analysis/Visual/cfm001mjr/20240508/meas02/cG_unmixed_dFF.h5
cfm001mjr,240508,240508_2_031,MC No Report (8),212.688,0.5110000000000241,0.04,2,0.8220000000000027,0,0,0,0,1,2,0.09090909090909091,0.06459330143540669,N:/GEVI_Wave/Analysis/Visual/cfm001mjr/20240508/meas02/cG_unmixed_dFF.h5
cfm001mjr,240508,240508_2_032,MC No Report (8),222.309,0.5480000000000018,0.045,2,9.825999999999993,0,0,0,0,1,2,0,0.06459330143540669,N:/GEVI_Wave/Analysis/Visual/cfm001mjr/20240508/meas02/cG_unmixed_dFF.h5
cfm001mjr,240508,240508_2_033,MC No Report (8),227.493,0.5310000000000059,0.03,2,4.641999999999996,0,0,0,0,1,2,0,0.06459330143540669,N:/GEVI_Wave/Analysis/Visual/cfm001mjr/20240508/meas02/cG_unmixed_dFF.h5
cfm001mjr,240508,240508_2_034,MC No Report (8),231.486,0.5289999999999964,0.043,2,0.6490000000000009,0,0,1,0,1,2,0.045454545454545456,0.06459330143540669,N:/GEVI_Wave/Analysis/Visual/cfm001mjr/20240508/meas02/cG_unmixed_dFF.h5
cfm001mjr,240508,240508_2_035,HC No Report (9),242.705,0.546999999999997,0.05,3,0.6149999999999807,0,0,1,0,1,2,0.045454545454545456,0.06459330143540669,N:/GEVI_Wave/Analysis/Visual/cfm001mjr/20240508/meas02/cG_unmixed_dFF.h5
cfm001mjr,240508,240508_2_036,LC No Report (7),250.265,0.52800000000002,0.01,1,4.091000000000008,0,0,0,0,1,2,0,0.07894736842105261,N:/GEVI_Wave/Analysis/Visual/cfm001mjr/20240508/meas02/cG_unmixed_dFF.h5
cfm001mjr,240508,240508_2_037,Error (0),253.893,0.5180000000000007,0.06,3,0.46299999999999386,1,1,1,1,0,2,0.18181818181818182,0.08133971291866027,N:/GEVI_Wave/Analysis/Visual/cfm001mjr/20240508/meas02/cG_unmixed_dFF.h5
cfm001mjr,240508,240508_2_038,MC Miss (5),257.846,0.5199999999999818,0.043,2,0.742999999999995,0,0,1,0,0,2,0.045454545454545456,0.06698564593301434,N:/GEVI_Wave/Analysis/Visual/cfm001mjr/20240508/meas02/cG_unmixed_dFF.h5
